label;cim;poem
csokonai;Purgomák; <table border="0"> <tr> <td colspan="1" rowspan="1"> <p align="center"> I  Purgoma nem jó szó: mért? mert görög. Úgyde magyar lett: A görög is bár így lenne hazánkba magyar. <p align="center">II Jancsi! az Árpádom hosszúlod. Purgoma kell-é? Kurta ez, óh Jancsim, s kurta eszedbe való. Nincs az is ínyedhez. De nem is csuda, mert ha nem érted, Úgye ez is hosszú, és az is, úgye, rövid. <p align="center">III Mézet ereszt, ha vagyon hátúl fulánkja, az apró Purgoma hogyha utól a fara tompa, here. Én ugyan e kasból kiölém a tompa heréket: Úgye hogy itt, Főldim, mégis elégre találsz? <p align="center">IV Új magyarok lettünk mert ázsiabéli szokásunk, Régi ruhánk, nyelvünk már ma kudarcra kerűlt. Tőlünk, ó-magyarok, nemetek csak ezekbe különböz: Hogy ti fejérebb színt, mink feketébbet adunk, És hogy az elrontó idegen járomba mi végre Lettünk új-magyarok, tik pedig ó-magyarok. <p align="center">V A vén Kopácsi esküszik, hogy ifjantan Nem jött fel a bor asztalára víz nélkűl. Úgy van: de csaplár volt Kopácsi ifjantan S most már azért van módja tiszta bort inni.  </td> </tr> </table> 
csokonai;A had; Kiüti zászlóját a had véres atyja, Az irtózás szörnyű szelén lobogtatja. Öszvecsapja vértől párádzó fegyverét, Készíti koncolni gyilkos, vad emberét. Pattantja Bellóna rettentő ostorát, Két részről nyakalja öldöklő táborát. Rettegés, félelem futnak szekerébe, Dühösség szikrádzik mindenik szemébe. Ezek elől nyargal az egyenetlenség, Emiatt támadott még minden ellenség. A forgószelekkel csatáznak hajai, Zőld tajtékot túrnak véres ajakai. Egy bágyasztó szélben a Halál kíséri, Éh torkát egy gazdag vacsorához méri: Ijjesztő orcával tekint a másikra, Sárga karjain űl az aludt vérikra.  Nagy sereggel mennek véle a halálok, Nem egyféle, más-más fegyver vagyon nálok. Ekkor a trombiták bús harsogására A vitéz pártosok űlnek oparipára Rettentő lármával, zörgéssel rohannak, Hol a vér mezején már kiszállva vannak. Amerre csak dühös ármádájok szaladt, Reng a megréműlt főld dübögések alatt. Az ágyúk megterhelt méhe nagyot dördűl, S a halál egy bombin belőle kigördűl:  Utána az apróbb halálok repűlnek, Melyeket a puska-golyóbisok szűlnek, A halálos füst a levegőt nyargalja, Felmászván, a magas felhők hasát nyalja. Minden rendet feljár a szörnyű setétség Ijesztő ködébe a félelem s kétség. A kirántott kardok csillámló ligete A néző szemekre fényes homályt vete. A halálnak sok száz cifra mészárossa Áldozatjainak nyakait csapdossa. Örűl, mikor látja,hogy embertársának Vércseppjei dühös karjára omlának, Hízik az előtte fetrengő jajától, S tiszteletet kíván gyilkos szablyájától.  Meg ne ítéljetek, emberek, ha kérdem, Ez-é a valódi virtus és az érdem, Melyért nagy híre lett sok gyilkos hóhérnak, Pennáján az őtet dícsérő Homérnak. Hát már a gyilkosság, szent egek, isteni, Dicső virtus? annyi embert öldökleni! Az ártatlanoknak felkoncoltatása, A szelíd városok s faluk feldúlása Olyanok-e, melyek által lehettenek Sok száz gaz emberek hérók és istenek? Ha valaki megöl egy embert magába, Függesztik a Hámán szellős ablakába De akik ezt sok százezrekkel cselekszik, A nép még azoknak nevével dicsekszik. Azt kerékre teszik, a neve pírata, Ennek örök márvány oszlopot írat a'.  Bár hazánk is, melynek minden krónikája Még eddig csak ilyen hentesek táblája, Adna már ezeknél egy szebb matériát. Így írhatnék én is dicsőbb históriát. 
csokonai;Rhédey Lajos úrhoz; Magyar fejedelmink nagyságos gyermeke, Lelkestől-testestől a virtus remeke Ízlés terjesztője, tudomány barátja, Királynak, nemzetnek egyaránt sajátja, Te, kit a szerencse jó és rossz időbe Nagynak látván, fél már venni üldözőbe, Kinek Festeticshez úgy von természete, Mint azon centrumnak kisebb kerűlete Rhédey! ha munkás elméd kinyúgodott, Halld meg, egy poéta rólad mit álmodott.  A sáfrányozott ég már gyengén pirúla S a homály és álom egyaránt hígúla, Tisztább s igazándibb képecskék valának, Amelyek elméink körűl zsibongának, Már kezdtük, de gyengén, a terhet érezni, Mely a feljött nappal szokott ránk érkezni: Midőn úgy képzettem a nyugvás ölében, Mintha lettem volna Tempe mezejében, S ott a téli estvék hosszas únalmában, Magánosságomnak nádas hajlékában Olvasnám vak sorsát az emberi fajnak, Ropogó lángjánál holmi száraz gallynak. Egyszer csak előmbe tűnik bámúltomban Hazám Géniussa háromszín bársonyban. (Felséges látomás!) szép is, bús is vala, Mint a szürettáji napnak egy hajnala. És "Mit késel, úgymond, közreadni saját Ifjúi elmédnek aprólék adaját? Tedd fel bátor szívvel hazád óltárára Tavaszod zsengéjét, melyet régen vára: S hogy majd emberkorod becsesebb gyümőlcse Háládatosságod szaruját megtőltse, Siess elhullatni már a virágodat, Szárnyan jár az idő. Becsűld meg napodat. Tudod, hogy magános fogadástételed A legfontosb adót fizetteti veled, Hogy megmaradt részét világi pályádnak A hét magyaroknak szenteljed s Árpádnak? Siess a vitézek oszlopát feltenni S nemzetünk nevében háládatos lenni!" E szóra előttem terem, mint a villám, Kassa fogházában rég senyvedő "Lillám" Víg Anákreonom mellette mosolyog, Mely a Duna partján régóta tébolyog Több szüleményim is körűlte látszanak, Melyek a váradi bőlcsőben ringanak Meglátom, magamba szállok s így felelek: "Nagy lélek! örömest sietnék én velek, De lám tőlem messze és sokfelé vagynak, Bajos útja van most mind sárnak, mind fagynak, Szekerest nem kapni, vagy pedig oly drága, Hogy borsos az ember literátorsága. Van ugyan egy könnyű római lecticám, Abban a Hágón is majd úgy néznének rám, Mint egy proconsulra, vagy no, csak póstára: De honnan köthessek egy derest rúdjára?" Még alig mondtam ki: előttem hortyoga Egy karcsú paripa, csikó volt a foga. Serényje loboga. "Nézd, mond a Genius, Két szárnya van, gyors ló: ez ama Pegazus. E' már a Dunának zajlódó habjain, A tótok bércein s a Hágó csúcsain Egy akaratodra könnyen általviszen, S a nép poétának, nem postának hiszen. Rhédey, ki szárnyat fűz a jó szándéknak S paripát ád alá nyűgnek, haladéknak, Rhédey kűldi ezt..." A bámúlás s öröm Felébreszt. Nincs semmi. Nézek, fejem töröm. Hát sem ló, sem álom. A munkám Váradon, Bécsben, Pesten, Kassán... Magam meg a padon. S ím, tűnődésemben íly szók érdekelnek: "A két szárnyán kívűl álmaid bételnek!" 1804. jan. 24 
csokonai;Rózsim sírja felett; Forró sohajtások, lelkemnek Elszaggatott darabjai! Itt lengjetek, hol kedvesemnek Nyúgosznak áldott hamvai. Vagy szálljatok fel a mennyekbe, Hol ő van s a több angyalok. És lelkem e dicső helyekbe Várjátok meg: mert meghalok. 
csokonai;Rút ábrázat s szép ész; Azt mondod, barátom, hogy én ocsmány vagyok, S orcám fertelmei irtóztató nagyok. Hogy én, ha magamnak zőld kantust vehetnék, Olvasva a majmok között elmehetnék. És hogy te nem tennél már engemet másnak, Hanem csak egy meggyfán lebegő Tamásnak, Melyen ha Ily cirmos képpel hirintóznék, A varjú csak felém jönni is irtóznék, És hogy én ne vegyek reám semmi harát, Magam képe is tud játszani maskarát. Azért így szól rólam véled sok goromba, Hogy ez csak egy essős időben nőtt gomba Hogy egy lóganéjon hízott rút pöfeteg, Melyre tekinteni a szemnek viszketeg.  De megállj, barátom! ilyen ítéletet Még Mídás vagy amaz régi szamár se tett. Megállj, szép ostoba s festett fejű szamár! Kiben csak egy szóra kong a kaponya már. Lélektelen szép test és pengő cimbalom! Hogy lettél csak cifra makhina, fájlalom. Szép súgárok lábad egyenes szárai: Még szebbeken járnak a szarvas borjai. Súgár derekadat ne csudáltasd vélünk: Az anglus csikókba szebbet is szemlélünk. Büszke fejér mellyed nem becses portéka, E' csak egy kotlós szív pompásabb hajléka. Síma kezeiddel szívünket ne ragadd A mutató fától e díszt meg ne tagadd. Ne légy márvány nyakad bőv magasztalója: Illene rá a cseh ló nyakravalója. Az igaz, fejérlik orcád igen szépen, A kecske hátúlja úgy fejérlik éppen.  Rózsaszínnek se mondd veresses pofádat, Még én veressebbnek láttam egy kutyádat. Erős vagy? s levered az erőseket is? Erősebb az ökör s levér tégedet is. Te a főbe tartod minden szépségedet: Megnézetem tehát Múzsámmal fejedet. Ez jóllehet csínos, s módija mostani, Még sem merne reá a cinke szállani. Éppen, míg még el nem száradt a törzsökje, Ilyen volt a Jónás félérésű tökje. Csak elől épp volna egy keveset lompos, Lehetnél a nyájba az első kolompos. Frizérozott hajad hosszan fedi nyakad: Még ez, szép Absolon! hátha cserfán akad.  Ily tarka madarka vagy hát te, barátom. Ezzel tépett tested szárnyára bocsátom. Libegj te a felhőn, fitogtasd magadat, Büszkén csattogtatván aranyos szárnyadat Én itthon maradok formátlan testemmel, Tökéletesítvén őtet is eszemmel. Ha ti gyaláztok is, majd mondják valakik: Kár, hogy az a szép ész oly rút házba lakik. 
csokonai;Salétrom isnpector Kiss Imre úrhoz;     Debrecenben     Múzsáknak barátja! hát Mársot segíted? S gyilkoló bombáit langszárnyra repíted? Írtózva lépek e halál műhelyébe: De erősb ösztön hajt barátom ölébe. Bár itt emberölő savakra találok, Bár itt kádra vagynak szűrve a halálok Bár itt azt a cúkort öntitek kristályba, Mely keserves ízt hágy a népbe s királyba, Bár, barátom! az itt kipáralgott lének Cseppjei számtalan könnyekké lennének: Mégis e gyász kohát édesdeden látom, Mihelyt eszembe jutsz, régi jó barátom! Kivált most, amidőn az alkalmatosság Int, hogy veszteg légyen a komoly okosság Sárba is kihozott hozzád Imre napja, Talám máslással foly a salétrom csapja. Jobb is lesz hát, ha bor zúg ma minden kádba És viváttá válik a számba s a szádba. Bezzeg ekkép csapunk derekas szüretet, Kívánván Imrének szerencsés életet. De így is élj vígan, nemes lelkű Imre! S tarts számot baráti, hív érzéseimre. 1804. nov. 5. 
csokonai;Sárközy kisasszon halálára; Itt fekszik ő a hajdanában Kedves, mosolygó rózsaszál, Elhervadott nyíló korában, És fája díszét-vesztve áll.  A mord halál e ritkaságot Meglátta és tárgyúl vevé, S e bíbor orcájú virágot Egy sárga rózsává tevé.  Sárgán se múlt el tetszisége, Sárgán is ékes rózsa volt: De élte lángja fogytig ége, És elnyelé e néma bolt.  Itt áll, de csak kóró magában, Ah, a mosolygó rózsaszál, E düledéknek oldalában Bús fája díszét-vesztve áll.  Mellette tépett szárnnyal űlnek A víg reménység gyermeki, Sír Hymen és füstölve hűlnek Leforgatott szövétneki.  Ti ifjak! akik szép szemére Hevűlve olvadoztatok, Könnyes szemekkel sírkövére Hervadt virágot szórjatok.  S mondjátok ezt: "Ah, így futál el Tőlünk, te rózsás Grácia! Ilyen valál: így hervadál el, Óh Sárközy Terézia!" 1801 
csokonai;Serkentés a Múzsához; Jer! magunknak fűzzünk szárnyakat, Hogy ama bérces kőszálakat Megtetézhessük azokkal, Láthassuk várát az ízlésnek, Hol a múzsák a sok elmésnek Fejét fűzik babérokkal.  A halhatatlanság felette Öröm templomát építette, Amelyben megholt a halál. Itt, ki szerette a múzsákat, Nevével kérkedő táblákat Merő gyémántokból talál.  A dicsőségnek trombitája Érdemét harsogva fúkálja Mindenütt a nemzeteknek Ezt a hír felvévén szárnyára, Viszi a világ négy sarkára, S fülébe zengi ezeknek.  Századjai az elmúlásnak Általadják őtet egymásnak És megőrizik hűséggel És mikor sírjára mutatnak, Örömnek könnyeit hullatnak, Koronázván dicsőséggel.  Népei a fagyos éjszaknak S kik a forró nap alatt laknak, Hirdetik, ki volt Homérus! Örömmel tapsolnak őnéki A Gángesnek gazdag környéki, Visszaekhózik Ibérus.  Vajha énreám tekintene Nyájas szemekkel Melpómene, És éneklője lehetnék! Úgy mind halált, mind más veszélyt s kárt, Mely a legnagyobbaknak is árt, Bátor lélekkel nevetnék. 
csokonai;Serkentése a múzsának; Jer! magunknak fűzzünk szárnyakat, Hogy ama bérces kőszálakat Megtetézhessük azokkal Láthassuk várát a Hónornak, Hol a Múzsák egy nagy tábornak Fejét fűzik laurusokkal.  A halhatatlanság felette Örök templomát építette, Amelybe meghólt a halál. Itt, ki szerette a múzsákat, Nevével kérkedő táblákat Merő gyémántokból talál.  A dicsőségnek trombitája Nevét harsogva prédikálja Mindenütt a nemzeteknek, Ezt a hír felvévén szárnyára, Viszi a világ négy sarkára, Hogy általadja ezeknek.  Székulumi az elmúlásnak Általadják őtet egymásnak, És megőrizik hűséggel És mikor sírjára mutatnak, Örömnek könnyeit hullatnak, Koronázván dicsőséggel.  Népei a fagyos északnak S kik a forró nap alatt laknak, Hirdetik, ki volt Homérus! Örömmel tapsolnak őnéki A Gángesnek gazdag környéki, Visszaekhózik Ibérus.  Vajha énreám tekintene Nyájas szemekkel Melpómene, És éneklője lehetnék! Úgy mind halált, mind más veszélyt s kárt, Mely a legnagyobbaknak is árt, Bátor lélekkel nevetnék. 
csokonai;Siralom; Gerliceként nyögdécselek, Vígasztalást már nem lelek, Nálad nélkűl, mintegy árván, Kietlen pusztákon járván.  Ah! örök gyászt szerze nékem Elrablott gyönyörűségem. Más lett boldoggá általa, Ki az én reményem vala.  Nékem pedig bú, siralom Szerelmemért a jutalom: Miólta azt elvesztettem, Akiért élni szerettem.  Kiáltozom fűnek, fának Kedves nevét itt Lillának: Ő pedig űl más ölébe: S nem is jutok tán eszébe.  Gyászra dűlt éltem hajnala: Boldogságom szép angyala! Várhatom-é valahonnan, Hogy megvígasztalsz újonnan?  Halavány hold bús világa! Te légy kínom bizonysága Te sok álmatlan éjjelem Együtt virrasztottad velem.  Süss kedvesem ablakára, Hints lágy álmot szemhéjjára Hogy a bájoló szerelem Párnáján álmodjék velem.  Te pedig, óh, kedves-kellő, Álomhozó esti szellő! Legyezd gyengén angyalomat S ejtsd mellyére egy csókomat. 
csokonai;[Somogyi kázus]; Tegnap Csököl és Hedrehely csaknem üstökbe kapott, Egy sem akarván engedni a másiknak a papot. Utóljára, hogy egymásnak nem akartak engedni, Botra, balaskára kezdett a dolog kerekedni. A nagy süvegű csökliek kikeltek eb rendébe, Szintén úgy, mint mikor erdőt vágni mentek Gigébe. A felpálinkázott polgár egymás után topogott, A bocskor Hedrehely felé a hó hátán csoszogott. Az erdőn által útazván, Kadarkútra bémentek, Ott megálltak, Hedrehelybe kettőtől beizentek, Hogy mondjanak le a papról, mert ők el nem szenvedik, Ha másként nem, Kis Bálintot vérekkel sem engedik, Melyet a hedrahelyiek amidőn meghallának, A csökli deputátusra jó ötvent nyomatának. Ezzel botra kelt a falu, Csökölnek ellenére, Kovácsitól és Gigétől több segítséget kére, S a horogi puszta körűl a parasztság öszvegyűlt, A mérész csökli nép pedig Kadarkútba tábort űlt. De mégis, hogy kedvezzenek ők is egymás vérinek, Hedrahelyiek bírája így izent a csöklinek: Hát ti lenpogácsán hízott, erdővágó s megcsapott Csökliek! nem akarjátok adni nekünk a papot? Ahol pozdorján rágódik mind anyja, mind leánya, Fija, apja rozson leng, teng, menne oda a fránya. Nálunk buza ám a kenyér, a bor sem oly kótyonfitty, De Csökölben a visnyei is guter Wein, mert a' sincs. Minden termés bőven tőlti határunknak mezejét, Nincs szükségünk, hogy levágjuk a más falu erdejét, De minden módon egy papot jobban eltart Hedrehely, Mert mindennel bír, s ami több, derék disznótartó hely. Erre egyik csökli esküdt így felelt: Hallják, ketek! Én a kendtek beszédjére nem sokat felelgetek. Ha eltarthatnak egy papot, kentek, édes emberem, Nálunk sem hal ám meg éhen, mert elég széna terem. Csököl mindég Csököl marad, Hedrehely csak Hedrehely. Kár egy ilyen emberséges embernek oly ronda hely.  A szóbeszédről már botra kelt volna a lármájok, Hanem szerencsére egy szép nimfa szállt le hozzájok, Amelyet minden képírók festenek szűz formába, Két szárny lebeg a két vállán, trombita a szájába, A rozsólisos butellán ilyet akárki látott, Ha gondos szemmel megnézte ott a Fáma-Volátot. A hír az: e' beszélte el mind a két fél bíráknak, Hogy mi már a végezése Bálintnak s az atyáknak. E bőlcs fejek intézetén nyúgodjatok meg készen, Úgyis a felsőség ellen száz paraszt is mit tészen? Különben is hajóljanak egymás barátságára, S kézenfogva menjenek el Bálint nevenapjára. El is jöttek, Kis Bálintom, a te tiszteletedre, Mind a két fél ezer áldást kívánván a fejedre, Amely áldás miből állott, azt most mindjárt elmondom, Mert az ilyet elmondani másként is az én gondom. Bálint, élj sok esztendőket örömmel e világban, Virágozzék édes házad állandó boldogságban! Élj sokáig hív pároddal, nagyot nőjjön Esztered, Kedves csemetéd Ádámra üssön, majd ha megnyered! Légyen teljes vígságtokra ezután is a többi, Végre a boldog lelkekhez szálljatok fel sat [öbbi]. Úgyis tudjuk, hogy hosszasan köszönnek a parasztok, Azzal a sok köszöntéssel hát senkit sem fárasztok. Hanem inkább azt tanácslom, tőltsünk bort a gégébe, Vígadozzunk, amint tegnap s tegnapelőtt Gigébe. Most pediglen legközelebb, kinek üres glázlija, Tőltse meg, s mondja ezt velem az egész kompánia: Élj, Kis Bálint! ezt kivánja néked az egész Csököl, Amelynek kathedrájába már te többé nem pököl. Élj, Kis Bálint! ezt kívánja az egész Hedrehelyed, Mely egész életedbe lesz állandó csendes helyed. Élj, Kis Bálint! ezt kívánja néked az egész asztal, Amely benned maga iránt szívességet tapasztal. Élj, Kis Bálint! ezt kívánják velem együtt mindenek, Élj, Kis Bálint! élj, Kis Bálint! kedvesid is éljenek! 
csokonai;Szerelemdal a csikóbőrös kulacshoz; Drága kincsem, galambocskám, Csikóbőrös kulacsocskám! Érted halok, érted élek, Száz leányért nem cseréllek.  Megvídító orcácskádat, Csókra termett kerek szádat Ha a számhoz szoríthatom, Zsuzsiét nem csókolgatom.  Óh, hogy kótog a kebeled, Melyben szívemet viseled! Óh, milyen szép az ajakad S arany láncra méltó nyakad!  Karcsú derekadon a váll Halhéj nélkűl is szépen áll Nem úgy ám, mint a Mancié, Vagy a majd megmondám kié.  Szép a hajad szép szála is, Ha kis csikó hordozta is, Nem akasztott ember haja, Mint a Trézi rőt vuklija.  Édes a te danolásod, Jérce-forma kotyogásod: Kittykottyod innepi ének Bús szívemnek, szegénykének.  Ha bánatim közlöm véled, Egy szódra lelkem megéled Ha jókedvem csucsorodik, Általad megszaporodik.  Mikor hideg szelek vagynak, Elveszed mérgét a fagynak És mikor a hév nyár lankaszt, Nékem te megfrissíted azt.  Óh, ha téged nem láthatlak, Be óhajtlak, be siratlak! S ha képed kezembe akad, Szememből örömkönny fakad.  Téged hordozlak útamban, Téged ölellek ágyamban És valahányszor felkelek, Szerelmedről énekelek.  Együtt be sokszor feküdtünk, Bár soha meg nem esküdtünk! Az éjjel is, csak megintsem, Együtt hálunk úgye, kincsem?  Óh, ha szívünk szerelmének Kis zálogi születnének S ott űlnének hosszú sorral A kuckóban, tele borral!  Bárcsak a feleségemmel Téged cserélhetnélek fel, Hogy fiakat, leányokat Szűlnél, apró kulacsokat:  Zsanám meg kulaccsá válna, Borral mindég színig állna. Az ő bőre úgyis csikó, Beléférne négy-öt akó.  De jaj, engem ide-tova Elvisz a Szent Mihály lova, Szerelmed megemészt végre, És te maradsz özvegységre.  Keserves sors! adjatok bort! Lakjuk el előre a tort Ami menne más kutyába, Jobb, megy a magunk torkába.  Akadtam még egy bankóra, Kit szántam szemborítóra: De vakságtól ki már nem fél, Minek annak a szemfedél?  Kincsem, violám, rubintom! Itt az utólsó forintom: Érted adom ezt is, tubám! Csak szádhoz érhessen a szám.  Óh, csókollak, óh, ölellek! Míg moccanok, míg lehellek: Tested tegyék hólttestemhez És ezt az írást fejemhez:  "Útas, köszönj rám egy pint bort: Itt látsz nyúgodni egy jámbort, Kedves élete-párjával, Csikóbőrös kulaccsával!" 
csokonai;A Hafíz sírhalma; Egy  Sírászi barna hőlgyek, Kökényszemű leányok, Őltözzetek selyembe, És kebletek fejérét Rózsákkal ékesítvén, Karikába font karokkal Zengjétek e dalocskát Hafíz halomja mellett:  "Légy idvez, óh, Hafíznak Sírhalma, melybe nyugszik A rózsabokrok alján Kelet édes énekesse."  Mind  Légy idvez, óh, Hafíznak Sírhalma, melybe nyugszik A rózsabokrok alján Kelet édes énekesse.  Egy  Tőlts bort, leányka, tőlts bort Kedvellem a piros bort, Mely a sírászi hegynek Boldog kövén tenyészik. Nincs több bor e világon, Nincs több ehez hasonló Setét ez és aranyszín, Szívem kinyílik ettől, Öröm pezseg szememben, Boldog vagyok, s alélva Simúlok édesemnek A szeghajú legénynek Ölébe és elalszom. Felébredek, leánykák, Ittam de mégsem érzek Az én fejembe terhet. Zengjétek, óh leánykák, Ez égi bor hatalmát, És tőltsetek Hafíznak Sírjára is belőle A tarka rózsa közzé, Az ő danái vígak, Örömhozók, erősek, Szerelmeket lehellők, Mint a bor, a piros bor.  Mind  Légy idvez, óh, Hafíznak Sírhalma, melybe nyugszik A rózsabokrok alján Kelet édes énekesse.  Egy  Most nyílnak a virágok: A rózsa, mint királyné Űl tarka trónusában, S a nárcisok körűlte Fenn-állva udvarolnak. Tulipántok és kükörcsök S jácintusok borúlnak Királyi zsámolyára: S a szép tavasz felette Kék kárpitot lobogtat. Viríts becses ligetke, Viríts ezer virággal, S felhőzd bé illatoddal A jó Hafíz halomját! Ti pedig, piros leányok, Jertek begyezni rózsát A jó Hafíz gyepéről, Kinek égi lelke nyájas, Mint rózsa s drága híre, Mint rózsaszag, kiterjedt Szívünkre és hazánkra.  Mind  Légy idvez, óh, Hafíznak Sírhalma, melybe nyugszik A rózsabokrok alján Kelet édes énekesse.  Egy  A zőld bokorba hallom A filmilét danolni, Hallgassatok, leánykák! Most andalogva lejtőz, Majd felfelé cikornyáz, Majd harsog és ledörmög, Kanyarog, siet, rezeg, nyújt. Be hathatós! be vídám! Be gyenge és szerelmes! Ah! így danolgatott ő, A kellemes poéta, Ki e halomba nyugszik. De lelke e dalok közt Édes lebágyadással Szállott el a vidékről Éden leányi közzé: Miként eme madárka, Mely már alélva hullt le A rózsa szép ölébe.  Mind  Légy idvez, óh, Hafíznak Sírhalma, melybe nyugszik A rózsabokrok alján Kelet édes énekesse.  Egy  Légy idvez, óh, poéták S bőlcsek hazája, Sírász! Ellepte a te híred A napkelet vidékét S a főldövezte tengert. Mert a te kőfalad közt Óltára áll az észnek: És citromerdeidben Száz verselők danolnak. Kiknek szavára zengnek Az ispaháni tornyok, A Tigris és az Indus. De mék tud énekelni Sírász szülötti közzűl Úgy, mint ez a mi dallónk, Ki e halomba nyugszik? Rakjátok, óh poéták, Koszorútokat Hafíznak Sírjára s énekéből Tanúljatok közöttünk Danolni és szeretni.  Mind  Légy idvez, óh, Hafíznak Sírhalma, melybe nyugszik A rózsabokrok alján Kelet édes énekesse.  Egy  Szép szűzek ám az ozman Anyáknak a szülötti Mégis Georgiának Karcsú leányit inkább Veszi s becsűli Stambul. Cirkassziát az észak Rózsái ékesítik, S a barna szép arabnét A déli nap csudálja. Bogárszeműek a te Lyánkáid, óh Szamarkánd! És rózsaszínnel ékes, Óh Kásmir, a te hőlgyed! De egész Kelet határán Csak Persiába nőnek S a büszke Persiában Csak Fárs kies vidékén S a fársi tartományban Csak a sírászi főldön Legszebb szemek, karocskák És szájak, arcok, emlők, Nyájas leányi szívek, Világcsudálta szűzek. És óh, Hafíz! tenéked, Ím, e dicső leányok Jöttek köszönni dallod. Ily ritka főldi nimfák Táncolnak, énekelnek Sírod halomja mellett, A legdelibb leányok, Legszebbek a világon!  Mind  Légy idvez, óh, Hafíznak Sírhalma, melybe nyugszik A rózsabokrok alján Kelet édes énekesse.  Egy  Mit érzek! a virágok Bimbóikon kinéznek, Habosan terűl az illat, A fellegek szaladnak, Belőlök a szelíd nap Mosolyog derűlt egünkre. A filmilék zenegnek, S egy szellet a rózsának Bimbóiból kilendűl: Mit, ah, mit érzek! édes E szellet ihletése! Óh szent öröm! szerelmek! Megelégedés nyomási! Te vagy, te vagy Hafíznak Árnyéka! csendes árnyék, Te lebegteted hajunkat! Űljünk le sírja mellett A mirtusos ligetben, Űljünk le, szép leányok!  Ti barna, kondor ifjak! Kik a narancsberekből Most szálltok e halomhoz! Óh, jó időbe jöttök! Megnyílva olvadoznak Hő szíveink reátok.  "S te útazó! ki a szép Váras felé igyekszel, Ne térj odább Hafíznak Fűlepte sírja mellől!" 
csokonai;Szerelmes búcsúvétel;  Melitesz  Itt hagynám én ezt a várost, ha lehetne, Ha engemet Rozáliám nem szeretne. Örömmel megválnék tőled, komor város, Ha menésem Roziéval lenne páros. De mely édes örömtől kell megfosztatnom, Ha nem lehet édesemmel itt múlatnom, Ha északra lakom már én, ő meg délre, Ha csókokat raggatnom kell csak levélre. Óh, iszonyú búcsúvétel, Mely két igaz szívet vét el!  Itt hagynám én ezt a várost, ha lehetne, Ha engemet Rozáliám nem szeretne. Öszveütném sarkanytúmat, megindúlnék, Még e város felé háttal sem fordúlnék. De egy égő szívet hagyni magánosan, Mely kivűlem beteg lenne halálosan, Nem engedi a szövetség s a szerelem, Mely lángoló tüze által harcol velem. Óh, milyen két szörnyű gond főz! Egek! Rozi! ah, melyik győz?  Itt hagynám én ezt a várost, ha lehetne, Ha engemet Rozáliám nem szeretne. Vígan tenném fel lantomat szekerembe, Ha Rozim is űltethetném az ölembe. De ki előtt kell danolni már énnekem? Egy pár édes csókot kitől nyer énekem? Ki biztatja Múzsám édes mosolygással? Ki önt lelket belém egy fél pillantással? Árva Múzsa! árva író! Óh, lesz-é egy biztató szó?  Nem hagyom el ezt a várost, mert nem lehet, Mert Rozitól szívem búcsút nem is vehet. Nem mehetek tartóztatnak szent kötelek, Szívem gyengébb, mint meg tudna víni velek. Múljatok hát, szép szándékok! maradjatok, Ha Rozimat el kell hagyni miattatok. Lemondok a dicsőségról, bár szeretem, Csakhogy ezen Rozikámat megvehetem. Isten hozzád, hát mathezis, Ha oly sokba fájhat ez is.  Rozi  Hagyd itt, szívem! ezt a várost, bár nehezen, Bár szeret is Rozáliád s könnyez ezen, Hagyd itt! - szívem kebeledbe fog gyúladni, A tiednek az enyimbe kell maradni. E hév csókban, melyet szádra ragasztottam, Lelkem minden indúlattal kibuzgottam. -  Melitesz  Vedd el te is ezt, Rozikám, kegyes lélek! Csak árnyékom megy el magam benned élek. Kellemes szűz!  Rozi  Ah, kedves hív!  Ketten  Ne félj, neked dobog e szív! 
csokonai;Szerelmes fogadás; Mért epeszted bánatokkal Lelkedet? Ah, ne rontsd, ne rontsd azokkal Kedvedet! Mért remegsz szerelmesedtől? Ah, ki ijjesztett el ettől Tégedet?  Drága kincsem! csak te bírod Szívemet, Míg örökre puszta sírod Eltemet. Addig is, míg csak lehellek, Tégedet forrón öllelek, Hívemet.  Csak te is hívedre nézzél Kedvesen, Csókra új csókot tetézzél Szívesen. Így lehet hívségbe lennünk, Karjainkon megpihennünk Csendesen!  Jer, tekintsd meg e virágos Kerteket, Hol bocsát a hold világos Színeket. Csókjaink közt egybefolyjunk, Új szerelmünkről danoljunk Verseket. 
csokonai;Szerelmes panaszok; Óh, Vénus terhes igája, Hogy kell magam adnom alája. Nyakamat vas lánca szorítja, Szívem siralomba borítja.  Nem nyughatom és csak epesztem Magamat könnyeknek eresztem. Éjjel szememet le se zárván, Siratom bal sorsomat árván.  Mint a szomorú egek éjjel Sírnak mezeinkre le széjjel, Hogy a nap súgári nem égnek Tetején a csillagos égnek.  Sírok, zokogok keseregvén, Könnyem mellyemre peregvén. Mint gerlice párja tavasszal, Nyögök itt sok ezernyi panasszal.  Egek! óh egyedűl tireátok Kérést panaszolva bocsátok. Jaj! enyhítsétek emésztő Tüzemet, mert már megemészt ő.  Sok ezer búk terhelik éltem. Egyet másikra cseréltem. Nincs vége az aggodalomnak, A bánatok annyira nyomnak.  Szánjátok, egek! nyavalyámat, Könnyebbítsétek igámat. Enyhítsetek állapotomban, Én tömjént gyújtok azonban.  Óh, mézzel elegy keserűség, Kínnal teljes gyönyörűség! Óh, Vénus terhes igája! Hogy kell nyakam adnom alája. 
